Address,Parcel ID,Contractor Name,Price,Projected Demolished By Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
17363 Hoover,17014082-3,Rickman Enterprise Group,17222.10,09/26/2018,No,3,42.423142,-83.004554,"location
(42.423142, -83.004554)",Von Steuben
15730 Turner,16027427.,Blue Star,24216.00,09/26/2018,No,2,42.406753,-83.148199,"location
(42.406753, -83.148199)",Fitzgerald/Marygrove
9228 Heyden,22098935.,Rickman Enterprise Group,14677.40,09/26/2018,No,7,42.361744,-83.238069,"location
(42.361744, -83.238069)",Franklin Park
19916 Fairport,21031231-2,Rickman Enterprise Group,17761.55,09/26/2018,No,3,42.442537,-82.991202,"location
(42.442537, -82.991202)",Conner Creek
12937 Vaughan,22098414.,Blue Star,15078.00,10/17/2018,No,1,42.38352,-83.238075,"location
(42.38352, -83.238075)",Brightmoor
19916 Hickory,21030322.,Den-Man Contractors,15419.00,10/17/2018,No,3,42.442616,-82.987533,"location
(42.442616, -82.987533)",Conner Creek
18103 Strasburg,21034455.,Den-Man Contractors,15070.00,10/17/2018,No,3,42.428907,-82.998716,"location
(42.428907, -82.998716)",Von Steuben
19727 Rowe,21035954.,Den-Man Contractors,17529.00,10/17/2018,No,3,42.440584,-83.004052,"location
(42.440584, -83.004052)",Pulaski
19390 Rowe,21035827.,Rickman Enterprise Group,16828.10,09/26/2018,No,3,42.437652,-83.003228,"location
(42.437652, -83.003228)",Pulaski
19163 Dresden,21034896.,Den-Man Contractors,18490.00,10/17/2018,No,3,42.435569,-83.000162,"location
(42.435569, -83.000162)",Pulaski
15149 Westbrook,22110193.,Blue Star,14391.00,10/17/2018,No,1,42.399969,-83.25094,"location
(42.399969, -83.25094)",Brightmoor
19130 Rogge,15006492.,DMC Consultants,16559.00,09/04/2018,No,3,42.434386,-83.02939,"location
(42.434386, -83.02939)",Nortown
19165 Stotter,15005892.,DMC Consultants,14110.00,09/04/2018,No,3,42.434883,-83.025584,"location
(42.434883, -83.025584)",Nortown
19155 Stotter,15005893.,DMC Consultants,15808.00,09/04/2018,No,3,42.434781,-83.025579,"location
(42.434781, -83.025579)",Nortown
9261 Philip,21060443.,Salenbien Trucking & Excavating Inc.,8243.30,08/06/2018,No,4,42.408186,-82.963688,"location
(42.408186, -82.963688)",Outer Drive-Hayes
9200 Philip,21060351.,Salenbien Trucking & Excavating Inc.,30191.80,08/06/2018,No,4,42.4074,-82.963049,"location
(42.4074, -82.963049)",Outer Drive-Hayes
9150 Lakepointe,21064713.,Salenbien Trucking & Excavating Inc.,14894.30,08/06/2018,No,4,42.408207,-82.957858,"location
(42.408207, -82.957858)",Outer Drive-Hayes
16201 Carlisle,21027734.,Gayanga Co,9005.16,10/15/2018,No,3,42.449501,-82.953572,"location
(42.449501, -82.953572)",Regent Park
11117 Craft,21069601.,Salenbien Trucking & Excavating Inc.,14292.80,08/06/2018,No,4,42.417452,-82.962206,"location
(42.417452, -82.962206)",Outer Drive-Hayes
15794 Wisconsin,16034731.,Blue Star,17532.00,09/26/2018,No,2,42.40768,-83.156328,"location
(42.40768, -83.156328)",Fitzgerald/Marygrove
15716 Wisconsin,16034718.,Blue Star,19996.00,09/26/2018,No,2,42.406466,-83.156273,"location
(42.406466, -83.156273)",Fitzgerald/Marygrove
15838 Cherrylawn,16032834.,Blue Star,26798.00,09/26/2018,No,2,42.408518,-83.154287,"location
(42.408518, -83.154287)",Fitzgerald/Marygrove
8664 Ellsworth,16006727.,Able Demolition,20019.34,08/23/2018,No,2,42.401986,-83.157921,"location
(42.401986, -83.157921)",Chalfonte
8658 Ellsworth,16006728.,Able Demolition,20410.34,08/23/2018,No,2,42.401987,-83.15781,"location
(42.401987, -83.15781)",Chalfonte
8288 Ellsworth,16006765.,Able Demolition,16314.34,08/23/2018,No,2,42.402011,-83.153443,"location
(42.402011, -83.153443)",Chalfonte
12115 Minock,22091347.,Able Demolition,13867.34,08/23/2018,No,7,42.37579,-83.233066,"location
(42.37579, -83.233066)",Weatherby
11687 Westwood,22090046.,Able Demolition,15192.34,08/23/2018,No,7,42.373318,-83.23176,"location
(42.373318, -83.23176)",Weatherby
5295 Marlborough,21059516.,Salenbien Trucking & Excavating Inc.,18060.25,08/06/2018,No,4,42.398722,-82.959755,"location
(42.398722, -82.959755)",Chandler Park-Chalmers
16045 Chalfonte,22010516.,Den-Man Contractors,21760.00,07/26/2018,No,1,42.398802,-83.205627,"location
(42.398802, -83.205627)",Grand River-St Marys
15909 Fairmount Dr,21025449.,Salenbien Trucking & Excavating Inc.,19029.15,08/06/2018,No,3,42.445003,-82.9564,"location
(42.445003, -82.9564)",Regent Park
16000 Rossini Drive,21024730.,Salenbien Trucking & Excavating Inc.,17725.90,06/27/2018,No,3,42.443583,-82.955781,"location
(42.443583, -82.955781)",Regent Park
15660 Tacoma,21023536.,DMC Consultants,13172.00,09/04/2018,No,3,42.441576,-82.959635,"location
(42.441576, -82.959635)",Regent Park
15658 Novara,21022376.,DMC Consultants,14949.00,09/04/2018,No,3,42.438874,-82.959545,"location
(42.438874, -82.959545)",Regent Park
15682 Novara,21022373.,DMC Consultants,14540.00,09/04/2018,No,3,42.438881,-82.9591,"location
(42.438881, -82.9591)",Regent Park
4410 Parkinson,18011584.,Homrich,28183.25,09/02/2018,No,6,42.330206,-83.130859,"location
(42.330206, -83.130859)",Claytown
20507 Omira,09022856.,DMC Consultants,14499.00,09/16/2018,No,3,42.44624,-83.096707,"location
(42.44624, -83.096707)",Nolan
18055 Dresden,21034909.,Den-Man Contractors,15790.00,10/17/2018,No,3,42.428178,-82.999847,"location
(42.428178, -82.999847)",Von Steuben
12066 Stahelin,22082996.,Able Demolition,13382.34,08/23/2018,No,7,42.375287,-83.22509,"location
(42.375287, -83.22509)",Southfield Plymouth
17676 Trinity,22108611.,Den-Man Contractors,12830.00,10/17/2018,No,1,42.421446,-83.24869,"location
(42.421446, -83.24869)",Holcomb Community
4530 Guilford,21075639.,DMC Consultants,20143.00,09/16/2018,No,4,42.40433,-82.924877,"location
(42.40433, -82.924877)",Cornerstone Village
4353 Guilford,21075816.,DMC Consultants,17576.00,09/16/2018,No,4,42.402798,-82.92458,"location
(42.402798, -82.92458)",Cornerstone Village
4727 Tillman,12007492.,Blue Star,19119.00,09/26/2018,No,6,42.343432,-83.097078,"location
(42.343432, -83.097078)",Chadsey Condon
3938 Jeffries,12006580.,Homrich,20008.25,09/02/2018,No,6,42.339947,-83.091724,"location
(42.339947, -83.091724)",Core City
18674 Warwick,22086215.,Able Demolition,24239.34,08/23/2018,No,1,42.42784,-83.229329,"location
(42.42784, -83.229329)",Evergreen-Outer Drive
21414 Margareta,22015733.,Den-Man Contractors,15030.00,10/17/2018,No,1,42.425417,-83.253654,"location
(42.425417, -83.253654)",Holcomb Community
10240 Goodwin,05004881.,DMC Consultants,18405.00,09/16/2018,No,5,42.392439,-83.075556,"location
(42.392439, -83.075556)",North End
1001 Marston,05002643.,DMC Consultants,18698.00,09/16/2018,No,5,42.378885,-83.06634,"location
(42.378885, -83.06634)",North End
5943 Guilford,21075759-60,DMC Consultants,14618.00,09/16/2018,No,4,42.41409,-82.932033,"location
(42.41409, -82.932033)",Cornerstone Village
6191 Radnor,21078357.,DMC Consultants,13049.00,09/16/2018,No,4,42.419478,-82.925045,"location
(42.419478, -82.925045)",Cornerstone Village
5738 Radnor,21078288.,Salenbien Trucking & Excavating Inc.,9200.00,08/06/2018,No,4,42.415773,-82.92188,"location
(42.415773, -82.92188)",Cornerstone Village
1245 Patricia,20014410.,Den-Man Contractors,14290.00,10/17/2018,No,6,42.280277,-83.14932,"location
(42.280277, -83.14932)",Boynton
9510 Philip,21060378.,Salenbien Trucking & Excavating Inc.,12441.80,08/06/2018,No,4,42.410197,-82.963183,"location
(42.410197, -82.963183)",Outer Drive-Hayes
21205 Pickford,22015479.,Den-Man Contractors,15110.00,10/17/2018,No,1,42.424017,-83.251633,"location
(42.424017, -83.251633)",Holcomb Community
6831 Linzee,18002767.,Homrich,15068.25,09/02/2018,No,6,42.334204,-83.130398,"location
(42.334204, -83.130398)",Claytown
3583 28th St,14011292.,Den-Man Contractors,15380.00,10/17/2018,No,6,42.332749,-83.106007,"location
(42.332749, -83.106007)",Chadsey Condon
7727 Forrer,22054758.,Rickman Enterprise Group,20412.40,09/26/2018,No,7,42.348817,-83.200506,"location
(42.348817, -83.200506)",Warren Ave Community
20639 Patton,22103755.007,Salenbien Trucking & Excavating Inc.,20524.00,10/17/2018,No,7,42.37277,-83.242676,"location
(42.37277, -83.242676)",Weatherby
15091 Holmur,12012557.,Blue Star,42841.00,09/26/2018,No,2,42.401945,-83.137084,"location
(42.401945, -83.137084)",Dexter-Fenkell
12937 E Mcnichols,21020279.,Den-Man Contractors,15780.00,10/17/2018,No,3,42.424701,-82.991436,"location
(42.424701, -82.991436)",Von Steuben
13136 Houston-Whittier,21014437.,Salenbien Trucking & Excavating Inc.,12365.80,08/06/2018,No,4,42.420213,-82.98281,"location
(42.420213, -82.98281)",Eden Gardens
20403 Omira,09022871.,DMC Consultants,29405.00,09/16/2018,No,3,42.4448,-83.096656,"location
(42.4448, -83.096656)",Nolan
9669 Cameron,05004469.,DMC Consultants,31523.00,09/16/2018,No,5,42.390951,-83.074081,"location
(42.390951, -83.074081)",North End
5314 Balfour,21067721.,Salenbien Trucking & Excavating Inc.,14780.00,08/06/2018,No,4,42.403171,-82.948474,"location
(42.403171, -82.948474)",Morningside
6437 Auburn,22093024.,Able Demolition,14220.80,07/26/2018,No,7,42.337853,-83.233027,"location
(42.337853, -83.233027)",Warrendale
9277 Patton,22104775-6,Able Demolition,14064.34,08/23/2018,No,7,42.362627,-83.242489,"location
(42.362627, -83.242489)",Franklin Park
5904 Guilford,21075694.,DMC Consultants,17766.00,09/16/2018,No,4,42.413868,-82.931176,"location
(42.413868, -82.931176)",Cornerstone Village
4589 Farmbrook,21078201.,DMC Consultants,16855.00,09/16/2018,No,4,42.407406,-82.918236,"location
(42.407406, -82.918236)",Cornerstone Village
4510 Farmbrook,21077975.001,DMC Consultants,13404.00,09/16/2018,No,4,42.406657,-82.917063,"location
(42.406657, -82.917063)",Cornerstone Village
10138 Nottingham,21066561.,DMC Consultants,34650.00,09/16/2018,No,4,42.413645,-82.951695,"location
(42.413645, -82.951695)",Outer Drive-Hayes
12146 Evergreen,22095447.,Able Demolition,15016.34,08/23/2018,No,7,42.376178,-83.235974,"location
(42.376178, -83.235974)",Weatherby
12053 Minock,22091356.,Able Demolition,15374.34,08/23/2018,No,7,42.374912,-83.233037,"location
(42.374912, -83.233037)",Weatherby
981 Melbourne,05002718.,DMC Consultants,15924.00,09/16/2018,No,5,42.380502,-83.067184,"location
(42.380502, -83.067184)",North End
10275 Goodwin,05004935.,DMC Consultants,18099.00,09/16/2018,No,5,42.392758,-83.076373,"location
(42.392758, -83.076373)",North End
10235 Balfour,21068031.,Salenbien Trucking & Excavating Inc.,10020.50,07/26/2018,No,4,42.415751,-82.948589,"location
(42.415751, -82.948589)",Yorkshire Woods
10850 Nottingham,21066617.001,Salenbien Trucking & Excavating Inc.,15394.50,08/06/2018,No,4,42.420132,-82.947101,"location
(42.420132, -82.947101)",Yorkshire Woods
15372 Holmur,12012406.,Blue Star,33891.00,09/26/2018,No,2,42.404029,-83.136507,"location
(42.404029, -83.136507)",Pilgrim Village
4801 Scotten,14009937.,Blue Star,16296.00,09/26/2018,No,6,42.340801,-83.10864,"location
(42.340801, -83.10864)",Chadsey Condon
18100 Justine,13018738-9,DMC Consultants,15291.00,09/16/2018,No,3,42.427522,-83.058143,"location
(42.427522, -83.058143)",Krainz Woods
10200 Nottingham,21066567.,DMC Consultants,14935.00,09/16/2018,No,4,42.414294,-82.951208,"location
(42.414294, -82.951208)",Outer Drive-Hayes
3933 E Nevada,13007924.,DMC Consultants,23716.00,09/16/2018,No,3,42.426096,-83.064359,"location
(42.426096, -83.064359)",Conant Gardens
1091 Lansing,16009854.,Blue Star,26722.00,09/26/2018,No,6,42.313978,-83.094991,"location
(42.313978, -83.094991)",Central Southwest
19112 Chicago,22004199-200,Able Demolition,17752.34,08/23/2018,No,7,42.365093,-83.227883,"location
(42.365093, -83.227883)",Franklin Park
4011 E Nevada,13007929.,DMC Consultants,23736.00,09/16/2018,No,3,42.426103,-83.063569,"location
(42.426103, -83.063569)",Conant Gardens
13284 Caldwell,13014164.,DMC Consultants,31301.00,09/04/2018,No,3,42.415182,-83.046357,"location
(42.415182, -83.046357)",Buffalo Charles
18457 Binder,13021421.,DMC Consultants,15274.00,09/16/2018,No,3,42.428199,-83.064294,"location
(42.428199, -83.064294)",Conant Gardens
18421 Dean,13020339.,DMC Consultants,27682.00,09/16/2018,No,3,42.428081,-83.062062,"location
(42.428081, -83.062062)",Krainz Woods
11703 Faust,22079213.,Able Demolition,14127.34,08/23/2018,No,7,42.373734,-83.222095,"location
(42.373734, -83.222095)",Southfield Plymouth
3615 E Nevada,13007903.,DMC Consultants,15094.00,09/16/2018,No,3,42.426065,-83.067158,"location
(42.426065, -83.067158)",Conant Gardens
264 Lenox,21049483.,Gayanga Co,13951.16,10/15/2018,No,4,42.359842,-82.944081,"location
(42.359842, -82.944081)",Jefferson Chalmers
2969 Alter,21063133.,Salenbien Trucking & Excavating Inc.,18622.00,08/06/2018,No,4,42.385405,-82.946777,"location
(42.385405, -82.946777)",Riverbend
18411 Wexford,13021780.,DMC Consultants,22494.00,09/16/2018,No,3,42.427543,-83.065502,"location
(42.427543, -83.065502)",Conant Gardens
18449 Dean,13020334.,DMC Consultants,19612.00,09/16/2018,No,3,42.428492,-83.062086,"location
(42.428492, -83.062086)",Krainz Woods
11708 Stahelin,22082982.,Able Demolition,20536.34,08/23/2018,No,7,42.373718,-83.225016,"location
(42.373718, -83.225016)",Southfield Plymouth
2029 Beard,18008552.,Homrich,27552.25,09/02/2018,No,6,42.313155,-83.118066,"location
(42.313155, -83.118066)",Springwells
3046 Williams,12006864.,Den-Man Contractors,13130.00,10/17/2018,No,6,42.333724,-83.089477,"location
(42.333724, -83.089477)",Chadsey Condon
1507 Alter,21063210.,Salenbien Trucking & Excavating Inc.,15164.80,08/06/2018,No,4,42.378326,-82.942159,"location
(42.378326, -82.942159)",Riverbend
1583 Military,16016421.,Homrich,23656.25,09/02/2018,No,6,42.314017,-83.106039,"location
(42.314017, -83.106039)",Central Southwest
1565 Dragoon,16016785.,Homrich,27544.25,09/02/2018,No,6,42.313303,-83.107132,"location
(42.313303, -83.107132)",Central Southwest
18600 Shields,13019161.,DMC Consultants,15432.00,09/04/2018,No,3,42.42972,-83.059375,"location
(42.42972, -83.059375)",Krainz Woods
18869 Dean,13020302.,DMC Consultants,17683.00,09/16/2018,No,3,42.432114,-83.062286,"location
(42.432114, -83.062286)",Krainz Woods
8425 Longworth,20002906.,Homrich,16343.25,09/02/2018,No,6,42.303923,-83.127911,"location
(42.303923, -83.127911)",Springwells
8043 Senator,20003986-7,Homrich,14418.25,09/02/2018,No,6,42.309603,-83.126997,"location
(42.309603, -83.126997)",Springwells
2588 Casper,20006740.,Homrich,34753.25,09/02/2018,No,6,42.315194,-83.127391,"location
(42.315194, -83.127391)",Springwells
14053 Fairmount Dr,21025328.,Gayanga Co,10928.16,10/15/2018,No,3,42.444425,-82.978992,"location
(42.444425, -82.978992)",Mohican Regent
9150 Oldtown,21075445-6,Salenbien Trucking & Excavating Inc.,14555.00,08/06/2018,No,4,42.418328,-82.936479,"location
(42.418328, -82.936479)",Yorkshire Woods
11040 Wayburn,21063597.,DMC Consultants,25083.00,09/16/2018,No,4,42.418587,-82.955155,"location
(42.418587, -82.955155)",Denby
12096 Evergreen,22095441.,Able Demolition,15462.34,08/23/2018,No,7,42.37552,-83.235953,"location
(42.37552, -83.235953)",Weatherby
12114 Plainview,22093828.,Able Demolition,21639.34,08/23/2018,No,7,42.375765,-83.2348,"location
(42.375765, -83.2348)",Weatherby
18039 Norwood,13022392.,DMC Consultants,23889.00,09/16/2018,No,3,42.426464,-83.066685,"location
(42.426464, -83.066685)",Conant Gardens
9177 Rathbone,20002568.,Homrich,26715.25,09/02/2018,No,6,42.300373,-83.132024,"location
(42.300373, -83.132024)",Springwells
18885 Dean,13020300.,DMC Consultants,22051.00,09/16/2018,No,3,42.432306,-83.062297,"location
(42.432306, -83.062297)",Krainz Woods
8735 Chalfonte,16006097.,Able Demolition,33211.34,08/23/2018,No,2,42.400006,-83.157193,"location
(42.400006, -83.157193)",Chalfonte
6343 Desoto,16006249.,Able Demolition,12265.34,08/23/2018,No,7,42.400977,-83.141114,"location
(42.400977, -83.141114)",Chalfonte
2475 Buena Vista,10004014.,DMC Consultants,23815.00,10/23/2018,No,5,42.391263,-83.11896,"location
(42.391263, -83.11896)",Dexter-Linwood
14651 Stoepel,16019603.,Able Demolition,19103.34,08/23/2018,No,7,42.39753,-83.141423,"location
(42.39753, -83.141423)",Chalfonte
18629 Healy,13017841.,Gayanga Co,23147.31,10/15/2018,No,3,42.430149,-83.055549,"location
(42.430149, -83.055549)",Krainz Woods
18100 Shields,13019138-9,DMC Consultants,13658.00,09/16/2018,No,3,42.427521,-83.05923,"location
(42.427521, -83.05923)",Krainz Woods
4952 28th St,14011000.,Homrich,10188.25,09/02/2018,No,6,42.341155,-83.111488,"location
(42.341155, -83.111488)",Chadsey Condon
19380 St Aubin,09015815.,DMC Consultants,21469.00,09/16/2018,No,3,42.436553,-83.081407,"location
(42.436553, -83.081407)",Nolan
19392 St Aubin,09015817.,DMC Consultants,21431.00,09/16/2018,No,3,42.436717,-83.081413,"location
(42.436717, -83.081413)",Nolan
2448 Tyler,10004146.,DMC Consultants,16250.00,07/26/2018,No,5,42.392601,-83.119335,"location
(42.392601, -83.119335)",Dexter-Linwood
10264 Cameron,05004361.,DMC Consultants,21590.00,09/16/2018,No,5,42.393061,-83.074868,"location
(42.393061, -83.074868)",North End
7538 E Robinwood,15004746.,DMC Consultants,16316.00,09/04/2018,No,3,42.431825,-83.026658,"location
(42.431825, -83.026658)",Grant
2811 17th St,10007058.,Den-Man Contractors,13265.00,10/17/2018,No,6,42.33371,-83.082151,"location
(42.33371, -83.082151)",North Corktown
7691 Desoto,16006312.,Able Demolition,13934.34,08/23/2018,No,7,42.400923,-83.148471,"location
(42.400923, -83.148471)",Chalfonte
7429 Ellsworth,16006605.,Able Demolition,21871.34,08/23/2018,No,7,42.401672,-83.145991,"location
(42.401672, -83.145991)",Chalfonte
19615 Lumpkin,09015342-3,DMC Consultants,25142.00,09/16/2018,No,3,42.438002,-83.080938,"location
(42.438002, -83.080938)",Nolan
19146 Syracuse,13013688.,DMC Consultants,21158.00,09/04/2018,No,3,42.434267,-83.045705,"location
(42.434267, -83.045705)",Farwell
19202 Syracuse,13013696.002,DMC Consultants,22006.00,09/04/2018,No,3,42.435045,-83.045712,"location
(42.435045, -83.045712)",Farwell
19218 Syracuse,13013696.004,DMC Consultants,14640.00,09/04/2018,No,3,42.435272,-83.045719,"location
(42.435272, -83.045719)",Farwell
19236 Syracuse,13013696.006,DMC Consultants,15174.00,09/04/2018,No,3,42.435499,-83.045725,"location
(42.435499, -83.045725)",Farwell
19252 Syracuse,13013696.008L,DMC Consultants,15529.00,09/04/2018,No,3,42.435726,-83.045733,"location
(42.435726, -83.045733)",Farwell
19266 Syracuse,13013698.,DMC Consultants,15707.00,09/04/2018,No,3,42.435927,-83.045753,"location
(42.435927, -83.045753)",Farwell
20250 Andover,09023644.,Gayanga Co,7964.00,10/10/2018,No,3,42.444332,-83.099196,"location
(42.444332, -83.099196)",Nolan
18702 Caldwell,13014273.,DMC Consultants,18462.00,09/04/2018,No,3,42.431419,-83.046711,"location
(42.431419, -83.046711)",Krainz Woods
4642 Grandy,11003655.,Gayanga Co,22689.00,10/15/2018,No,5,42.364024,-83.036826,"location
(42.364024, -83.036826)",McDougall-Hunt
19315 Keating,09024061.,Gayanga Co,17244.50,10/21/2018,No,3,42.435119,-83.100615,"location
(42.435119, -83.100615)",Nolan
20206 Cameron,09021915.,DMC Consultants,21743.00,09/16/2018,No,3,42.443862,-83.093714,"location
(42.443862, -83.093714)",Nolan
20500 Cameron,09021938.,DMC Consultants,21317.00,09/16/2018,No,3,42.44621,-83.093811,"location
(42.44621, -83.093811)",Nolan
18854 Greeley,09019252.,DMC Consultants,23180.00,09/16/2018,No,3,42.431111,-83.087335,"location
(42.431111, -83.087335)",Hawthorne Park
19404 Hull,09019850.,DMC Consultants,14895.00,09/16/2018,No,3,42.43671,-83.08859,"location
(42.43671, -83.08859)",Nolan
19741 Dean,13020228-9,DMC Consultants,27186.00,09/16/2018,No,3,42.440049,-83.062784,"location
(42.440049, -83.062784)",Farwell
1719 E Nevada,09006926.,DMC Consultants,20334.00,09/16/2018,No,3,42.425375,-83.085682,"location
(42.425375, -83.085682)",Hawthorne Park
1725 E Nevada,09006927.,DMC Consultants,24851.00,09/16/2018,No,3,42.425379,-83.085571,"location
(42.425379, -83.085571)",Hawthorne Park
1731 E Nevada,09006928.,DMC Consultants,23808.00,09/16/2018,No,3,42.425382,-83.085459,"location
(42.425382, -83.085459)",Hawthorne Park
17321 Dequindre,09016951.,DMC Consultants,12657.00,09/16/2018,No,3,42.420575,-83.082681,"location
(42.420575, -83.082681)",Cadillac Heights
17893 Mitchell,09011030.,Gayanga Co,10426.00,10/15/2018,No,3,42.424731,-83.072308,"location
(42.424731, -83.072308)",Cadillac Heights
37 Worcester Pl,01005069.,DMC Consultants,14535.00,09/16/2018,No,2,42.422491,-83.102774,"location
(42.422491, -83.102774)",Grixdale Farms
8312 Desoto,16006448.,Able Demolition,20242.34,08/23/2018,No,2,42.401288,-83.153853,"location
(42.401288, -83.153853)",Chalfonte
4112 Wesson,16015335.,Blue Star,29763.00,09/26/2018,No,6,42.33276,-83.116242,"location
(42.33276, -83.116242)",Chadsey Condon
19601 St Aubin,09015931.,DMC Consultants,21448.00,09/16/2018,No,3,42.437832,-83.082169,"location
(42.437832, -83.082169)",Nolan
6019 15th St,10005657.,Blue Star,24386.00,09/26/2018,No,5,42.357889,-83.093338,"location
(42.357889, -83.093338)",NW Goldberg
13484 Keystone,13016092.,Leadhead Construction,16000.00,10/23/2018,No,3,42.416575,-83.050371,"location
(42.416575, -83.050371)",Davison
18628 Hasse,13017970.,Gayanga Co,10276.91,10/15/2018,No,3,42.430137,-83.056012,"location
(42.430137, -83.056012)",Krainz Woods
13448 SYRACUSE,13013575.,Gayanga Co,17014.71,10/15/2018,No,3,42.416191,-83.044429,"location
(42.416191, -83.044429)",Davison
2483 Tyler,10004084.,DMC Consultants,16150.00,10/23/2018,No,5,42.391976,-83.11962,"location
(42.391976, -83.11962)",Dexter-Linwood
19163 Syracuse,13013838.,DMC Consultants,15127.00,09/04/2018,No,3,42.434499,-83.046298,"location
(42.434499, -83.046298)",Farwell
19141 Syracuse,13013842-3,DMC Consultants,21931.00,09/04/2018,No,3,42.434143,-83.046287,"location
(42.434143, -83.046287)",Farwell
19151 Lamont,13017530.,DMC Consultants,25081.00,09/04/2018,No,3,42.434085,-83.05512,"location
(42.434085, -83.05512)",Farwell
13622 Ryan,13020447.,DMC Consultants,20737.00,09/04/2018,No,3,42.417971,-83.061693,"location
(42.417971, -83.061693)",Davison
8154 Chalfonte,16006170.,Blue Star,23063.00,09/26/2018,No,2,42.400547,-83.1509,"location
(42.400547, -83.1509)",Chalfonte
18633 Marx,09017497.,DMC Consultants,16731.00,09/16/2018,No,3,42.430091,-83.084325,"location
(42.430091, -83.084325)",Northeast Central District
18625 Marx,09017498.,DMC Consultants,14301.00,09/16/2018,No,3,42.429988,-83.08432,"location
(42.429988, -83.08432)",Northeast Central District
18551 Marx,09017509-10,DMC Consultants,16601.00,09/16/2018,No,3,42.42897,-83.084276,"location
(42.42897, -83.084276)",Northeast Central District
18866 Goddard,09014079.,DMC Consultants,12819.00,09/16/2018,No,3,42.431475,-83.07788,"location
(42.431475, -83.07788)",Northeast Central District
17357 Charest,09010187.,DMC Consultants,16277.00,09/16/2018,No,3,42.421997,-83.070281,"location
(42.421997, -83.070281)",Cadillac Heights
18031 Gable,13012650.,DMC Consultants,25302.00,09/04/2018,No,3,42.426841,-83.042738,"location
(42.426841, -83.042738)",Grant
18638 Brinker,09011760.,DMC Consultants,21464.00,09/16/2018,No,3,42.430254,-83.073585,"location
(42.430254, -83.073585)",Northeast Central District
13523 Greiner,21020543.,Den-Man Contractors,20500.00,10/17/2018,No,3,42.427943,-82.985489,"location
(42.427943, -82.985489)",Franklin
15038 Maddelein,21021392.,Rickman Enterprise Group,18973.55,09/26/2018,No,3,42.435968,-82.965955,"location
(42.435968, -82.965955)",Regent Park
6327 Beechton,18003670.,Homrich,17166.25,09/02/2018,No,6,42.34569,-83.131751,"location
(42.34569, -83.131751)",Midwest
6332 Beechton,18003700.,Homrich,39763.25,09/02/2018,No,6,42.346103,-83.132173,"location
(42.346103, -83.132173)",Midwest
9583 Cheyenne,22026356.,Den-Man Contractors,17190.00,10/17/2018,No,7,42.367103,-83.174461,"location
(42.367103, -83.174461)",Barton-McFarland
5941 Central,20004781.,Homrich,26110.25,09/02/2018,No,6,42.338712,-83.143342,"location
(42.338712, -83.143342)",Claytown
14444 Flanders,21011269.,Den-Man Contractors,18160.00,10/17/2018,No,4,42.419238,-82.972791,"location
(42.419238, -82.972791)",Outer Drive-Hayes
4751 Belvidere,19007846.,Leadhead Construction,16780.00,07/26/2018,No,5,42.378885,-83.000676,"location
(42.378885, -83.000676)",Gratiot Woods
2944 Beatrice,20012783.,Den-Man Contractors,10935.00,10/17/2018,No,6,42.265566,-83.157312,"location
(42.265566, -83.157312)",Boynton
11641 Montrose,22053321.,Able Demolition,12611.34,08/23/2018,No,7,42.373211,-83.200341,"location
(42.373211, -83.200341)",Plymouth-I96
8048 E Grixdale,17004513.,Rickman Enterprise Group,16392.11,09/26/2018,No,3,42.429401,-83.023007,"location
(42.429401, -83.023007)",Mount Olivet
8042 E Grixdale,17004514.,Rickman Enterprise Group,12505.11,09/26/2018,No,3,42.429398,-83.023118,"location
(42.429398, -83.023118)",Mount Olivet
12039 Rutland,22068970.,Salenbien Trucking & Excavating Inc.,13099.50,10/17/2018,No,7,42.375106,-83.213689,"location
(42.375106, -83.213689)",Plymouth-I96
17124 Munich,21002002.,DMC Consultants,24087.00,09/16/2018,No,4,42.402658,-82.926874,"location
(42.402658, -82.926874)",Cornerstone Village
11375 Sorrento,22024327.,Blue Star,25393.00,09/26/2018,No,7,42.37187,-83.172167,"location
(42.37187, -83.172167)",Barton-McFarland
11334 Ward,22024633.,Blue Star,30853.00,09/26/2018,No,7,42.371309,-83.172665,"location
(42.371309, -83.172665)",Barton-McFarland
5099 Seyburn,17010793.,Gayanga Co,15060.00,10/22/2018,No,5,42.376751,-83.014864,"location
(42.376751, -83.014864)",Gratiot-Grand
15100 Fordham,21019718.,Rickman Enterprise Group,17110.55,09/26/2018,No,4,42.434366,-82.965939,"location
(42.434366, -82.965939)",Mapleridge
17207 Hamburg,21034054.,Den-Man Contractors,22960.00,10/17/2018,No,3,42.424079,-82.997209,"location
(42.424079, -82.997209)",Von Steuben
9774 Philip,21060390.,Salenbien Trucking & Excavating Inc.,20317.80,08/06/2018,No,4,42.41154,-82.963257,"location
(42.41154, -82.963257)",Outer Drive-Hayes
5877 Tarnow,18012518.,Gayanga Co,6435.00,10/15/2018,No,6,42.33892,-83.140473,"location
(42.33892, -83.140473)",Claytown
5641 Tarnow,18012541.,Blue Star,26832.00,09/26/2018,No,6,42.336949,-83.139014,"location
(42.336949, -83.139014)",Claytown
13351 Lauder,22042506.,Able Demolition,17687.34,08/23/2018,No,1,42.386148,-83.190749,"location
(42.386148, -83.190749)",Schoolcraft Southfield
