Address,Parcel ID,Council_District,Commercial Building,Latitude,Longitude,Location,Neighborhood
10016 Mettetal,22059728.,7,No,42.369381,-83.205505,"location
(42.369381, -83.205505)",Joy Community
10024 Mettetal,22059729.,7,No,42.369477,-83.205509,"location
(42.369477, -83.205509)",Joy Community
10030 Mettetal,22059730.,7,No,42.369573,-83.205512,"location
(42.369573, -83.205512)",Joy Community
13986 Mitchell,09010880.,3,No,42.418083,-83.070276,"location
(42.418083, -83.070276)",North Campau
3327 Hogarth,12001385.,5,No,42.359799,-83.109305,"location
(42.359799, -83.109305)",Wildemere Park
9343 Ravenswood,14011966.,7,No,42.366614,-83.131673,"location
(42.366614, -83.131673)",Nardin Park
9349 Ravenswood,14011967.,7,No,42.366686,-83.131619,"location
(42.366686, -83.131619)",Nardin Park
15450 Hubbell,22039047.002,1,No,42.404297,-83.188679,"location
(42.404297, -83.188679)",Bethune Community
11395 Mettetal,22060697.,7,No,42.371446,-83.206273,"location
(42.371446, -83.206273)",Joy Community
13158 Birwood,16041860.,7,No,42.384438,-83.162882,"location
(42.384438, -83.162882)",Grand River-I96
19999 Ilene,16040524.,2,No,42.439953,-83.163753,"location
(42.439953, -83.163753)",McDowell
5577 S Clarendon,16003628.,6,No,42.358903,-83.132391,"location
(42.358903, -83.132391)",Midwest
4674 Pacific,14002088.,6,No,42.356709,-83.121406,"location
(42.356709, -83.121406)",Midwest
13665 Stoepel,16019634.,7,No,42.388819,-83.141016,"location
(42.388819, -83.141016)",Oakman Blvd Community
5062 Whitfield,16004043.,6,No,42.363496,-83.133645,"location
(42.363496, -83.133645)",Midwest
11687 Sorrento,22024312.,7,No,42.374389,-83.172257,"location
(42.374389, -83.172257)",Pride Area Community
5025 Whitfield,16003991.,6,No,42.363766,-83.132682,"location
(42.363766, -83.132682)",Midwest
4566 Pacific,14002105.,6,No,42.357401,-83.119622,"location
(42.357401, -83.119622)",Midwest
9745 Hayes,21056722-3,4,No,42.411028,-82.964991,"location
(42.411028, -82.964991)",Outer Drive-Hayes
5009 Whitfield,16003989.,6,No,42.363935,-83.132558,"location
(42.363935, -83.132558)",Midwest
16010 Tireman,22001838-9,7,No,42.351028,-83.201826,"location
(42.351028, -83.201826)",Warren Ave Community
16020 Tireman,22001836-7,7,No,42.351026,-83.201974,"location
(42.351026, -83.201974)",Warren Ave Community
18143 Vaughan,22098142.,1,No,42.422295,-83.239756,"location
(42.422295, -83.239756)",Holcomb Community
5000 Whitfield,16004052.,6,No,42.364253,-83.133085,"location
(42.364253, -83.133085)",Midwest
12500 Mackay,09012912.,3,No,42.4093,-83.069018,"location
(42.4093, -83.069018)",Campau/Banglatown
13151 Washburn,16039927.,7,No,42.384391,-83.160306,"location
(42.384391, -83.160306)",Grand River-I96
12482 Mackay,09012909.,3,No,42.409079,-83.068871,"location
(42.409079, -83.068871)",Campau/Banglatown
13159 Washburn,16039926.,7,No,42.384501,-83.160309,"location
(42.384501, -83.160309)",Grand River-I96
13169 Washburn,16039925.,7,No,42.384617,-83.160316,"location
(42.384617, -83.160316)",Grand River-I96
3794 Hogarth,14002486.,5,No,42.359152,-83.112446,"location
(42.359152, -83.112446)",Petoskey-Otsego
10349 Plymouth,18006640.,7,No,42.373134,-83.162979,"location
(42.373134, -83.162979)",Barton-McFarland
18235 Vaughan,22098129.,1,No,42.423545,-83.23982,"location
(42.423545, -83.23982)",Holcomb Community
18266 Vaughan,22097918.,1,No,42.424037,-83.239274,"location
(42.424037, -83.239274)",Holcomb Community
9721 Hayes,21056728-9,4,No,42.410695,-82.964969,"location
(42.410695, -82.964969)",Outer Drive-Hayes
16547 Tireman,22001171-2,7,No,42.350478,-83.208149,"location
(42.350478, -83.208149)",Warren Ave Community
9746 Hayes,21056378.,4,No,42.411115,-82.964272,"location
(42.411115, -82.964272)",Outer Drive-Hayes
18484 Vaughan,22097932.,1,No,42.425683,-83.239361,"location
(42.425683, -83.239361)",Holcomb Community
12314 Maine,09012318.,3,No,42.407333,-83.066607,"location
(42.407333, -83.066607)",Campau/Banglatown
12327 Maine,09012856.001,3,No,42.407294,-83.067206,"location
(42.407294, -83.067206)",Campau/Banglatown
10045 Manor,18018339.,7,No,42.370937,-83.167206,"location
(42.370937, -83.167206)",Barton-McFarland
19000 Annchester,22091803.,1,No,42.428648,-83.235201,"location
(42.428648, -83.235201)",Evergreen-Outer Drive
5274 Spokane,16003122.,6,No,42.358503,-83.127344,"location
(42.358503, -83.127344)",Midwest
6045 Casmere,13005945.,3,No,42.408761,-83.040522,"location
(42.408761, -83.040522)",Buffalo Charles
9625 Wyoming,18016102.,7,No,42.367326,-83.158567,"location
(42.367326, -83.158567)",Barton-McFarland
11427 Pinehurst,18017645.,7,No,42.372945,-83.166074,"location
(42.372945, -83.166074)",Barton-McFarland
11428 Pinehurst,18017568.,7,No,42.372962,-83.165386,"location
(42.372962, -83.165386)",Barton-McFarland
12255 Griggs,16041807.,7,No,42.378884,-83.16225,"location
(42.378884, -83.16225)",Grand River-I96
18401 Plainview,22094316.,1,No,42.424616,-83.237852,"location
(42.424616, -83.237852)",Evergreen-Outer Drive
9714 Ohio,18015064.,7,No,42.369276,-83.15372,"location
(42.369276, -83.15372)",Barton-McFarland
5551 Linsdale,16003352.,6,No,42.358352,-83.131428,"location
(42.358352, -83.131428)",Midwest
3500 S Deacon,20012350.,6,No,42.26024,-83.160337,"location
(42.26024, -83.160337)",Boynton
5577 Linsdale,16003356.,6,No,42.358181,-83.131875,"location
(42.358181, -83.131875)",Midwest
2748 Meade,09005799.,3,No,42.409168,-83.067005,"location
(42.409168, -83.067005)",Campau/Banglatown
7031 Joy Rd,16004617.,6,No,42.359118,-83.140193,"location
(42.359118, -83.140193)",Midwest
3778 Northwestern,14002457.,5,No,42.358552,-83.111619,"location
(42.358552, -83.111619)",Petoskey-Otsego
8674 Beechdale,18006318.,7,No,42.370674,-83.157461,"location
(42.370674, -83.157461)",Barton-McFarland
8666 Beechdale,18006319.,7,No,42.370677,-83.157313,"location
(42.370677, -83.157313)",Barton-McFarland
3743 Northwestern,14002441.,5,No,42.358344,-83.110774,"location
(42.358344, -83.110774)",Petoskey-Otsego
11330 Steel,22022127.004,7,No,42.371242,-83.17024,"location
(42.371242, -83.17024)",Barton-McFarland
11336 Steel,22022127.005,7,No,42.371351,-83.170244,"location
(42.371351, -83.170244)",Barton-McFarland
12621 Wyoming,16038658.,7,No,42.381104,-83.159135,"location
(42.381104, -83.159135)",Grand River-I96
11411 Steel,22023115.,7,No,42.372451,-83.170954,"location
(42.372451, -83.170954)",Barton-McFarland
11708 Kentucky,18015712.,7,No,42.37508,-83.157229,"location
(42.37508, -83.157229)",Grand River-I96
9930 Appoline,22020864.002L,7,No,42.369006,-83.168879,"location
(42.369006, -83.168879)",Barton-McFarland
9910 Appoline,22020863.002L,7,No,42.368766,-83.168868,"location
(42.368766, -83.168868)",Barton-McFarland
9900 Appoline,22020863.001,7,No,42.368646,-83.168863,"location
(42.368646, -83.168863)",Barton-McFarland
19013 Plainview,22094276.,1,No,42.428772,-83.238023,"location
(42.428772, -83.238023)",Evergreen-Outer Drive
19410 Coyle,22045165.,2,No,42.434437,-83.194704,"location
(42.434437, -83.194704)",Seven Mile Lodge
17578 Dequindre,09016290.,3,No,42.423181,-83.082132,"location
(42.423181, -83.082132)",Cadillac Heights
23501 Margareta,22015716.001,1,No,42.424715,-83.271227,"location
(42.424715, -83.271227)",Seven Mile-Rouge
2438 Halleck,09005539.,3,No,42.40673,-83.069262,"location
(42.40673, -83.069262)",Campau/Banglatown
2444 Halleck,09005538.,3,No,42.406767,-83.069163,"location
(42.406767, -83.069163)",Campau/Banglatown
10135 Plymouth,18006623-4,7,No,42.373201,-83.160372,"location
(42.373201, -83.160372)",Barton-McFarland
8043 Central,16025027.,6,No,42.352609,-83.14635,"location
(42.352609, -83.14635)",Midwest
8049 Central,16025026.,6,No,42.352705,-83.146357,"location
(42.352705, -83.146357)",Midwest
8132 Central,16024836.,6,No,42.354024,-83.145857,"location
(42.354024, -83.145857)",Midwest
8138 Central,16024837.,6,No,42.35412,-83.145863,"location
(42.35412, -83.145863)",Midwest
8146 Central,16024838.,6,No,42.354217,-83.145868,"location
(42.354217, -83.145868)",Midwest
18242 Evergreen,22095790-1,1,No,42.423059,-83.238223,"location
(42.423059, -83.238223)",Evergreen-Outer Drive
8163 Central,16025010.,6,No,42.354394,-83.146466,"location
(42.354394, -83.146466)",Midwest
8168 Central,16024841.,6,No,42.354504,-83.145884,"location
(42.354504, -83.145884)",Midwest
8216 Central,16024848.,6,No,42.35518,-83.145924,"location
(42.35518, -83.145924)",Midwest
8225 Central,16025001.,6,No,42.355272,-83.146521,"location
(42.355272, -83.146521)",Midwest
8224 Central,16024849.,6,No,42.355287,-83.145931,"location
(42.355287, -83.145931)",Midwest
8326 Central,16024853.,6,No,42.355839,-83.145962,"location
(42.355839, -83.145962)",Midwest
8341 Central,16024995.,6,No,42.356016,-83.146562,"location
(42.356016, -83.146562)",Midwest
17651 Evergreen,22096182-3,1,No,42.421372,-83.238755,"location
(42.421372, -83.238755)",Holcomb Community
8381 Central,16024989.,6,No,42.356591,-83.146596,"location
(42.356591, -83.146596)",Midwest
8389 Central,16024988.,6,No,42.356689,-83.146603,"location
(42.356689, -83.146603)",Midwest
11056 Findlay,21013015.,4,No,42.411624,-83.00464,"location
(42.411624, -83.00464)",Gratiot-Findlay
8541 Central,16024981.,6,No,42.357563,-83.146659,"location
(42.357563, -83.146659)",Midwest
18603 Greenfield,22050623.,2,No,42.426977,-83.2001,"location
(42.426977, -83.2001)",College Park
18601 Greenfield,22050624.,2,No,42.426895,-83.200097,"location
(42.426895, -83.200097)",College Park
18509 Winthrop,22052186.,2,No,42.426501,-83.201501,"location
(42.426501, -83.201501)",College Park
3016 Glynn Ct,12003034.,5,No,42.377265,-83.117334,"location
(42.377265, -83.117334)",Dexter-Linwood
8055 Alpine,16025166.,6,No,42.352778,-83.147406,"location
(42.352778, -83.147406)",Midwest
8049 Alpine,16025167.,6,No,42.352682,-83.147401,"location
(42.352682, -83.147401)",Midwest
8101 Alpine,16025159.,6,No,42.353596,-83.147472,"location
(42.353596, -83.147472)",Midwest
8111 Alpine,16025158.,6,No,42.353703,-83.147479,"location
(42.353703, -83.147479)",Midwest
8119 Alpine,16025157.,6,No,42.353803,-83.147485,"location
(42.353803, -83.147485)",Midwest
12683 Mendota,16043596.,7,No,42.381845,-83.164506,"location
(42.381845, -83.164506)",Grand River-I96
8140 Alpine,16025046.,6,No,42.354096,-83.146921,"location
(42.354096, -83.146921)",Midwest
8169 Alpine,16025150.,6,No,42.354475,-83.147523,"location
(42.354475, -83.147523)",Midwest
8174 Alpine,16025051.,6,No,42.354576,-83.146948,"location
(42.354576, -83.146948)",Midwest
4310 Vicksburg,14002696.,6,No,42.360935,-83.11725,"location
(42.360935, -83.11725)",Petoskey-Otsego
4125 Joseph Campau,11002751.,5,No,42.360616,-83.034066,"location
(42.360616, -83.034066)",McDougall-Hunt
8333 Alpine,16025137.,6,No,42.355895,-83.147608,"location
(42.355895, -83.147608)",Midwest
8500 Alpine,16025073.,6,No,42.357023,-83.147095,"location
(42.357023, -83.147095)",Midwest
4058 W Euclid,14002866.,5,No,42.362893,-83.116934,"location
(42.362893, -83.116934)",Petoskey-Otsego
4075 W Euclid,14002818.,5,No,42.362401,-83.116872,"location
(42.362401, -83.116872)",Petoskey-Otsego
8576 Alpine,16025082-3,6,No,42.357935,-83.147149,"location
(42.357935, -83.147149)",Midwest
8605 Alpine,16025113.,6,No,42.358378,-83.147754,"location
(42.358378, -83.147754)",Midwest
8604 Alpine,16025087.,6,No,42.358391,-83.147176,"location
(42.358391, -83.147176)",Midwest
20230 Albany St,13013397.,3,No,42.444935,-83.045021,"location
(42.444935, -83.045021)",Farwell
8355 Greenlawn,18014038.,6,No,42.356523,-83.149171,"location
(42.356523, -83.149171)",Barton-McFarland
8326 Greenlawn,18013991.,6,No,42.356148,-83.148587,"location
(42.356148, -83.148587)",Barton-McFarland
8307 Greenlawn,18014045.,6,No,42.355851,-83.149129,"location
(42.355851, -83.149129)",Barton-McFarland
8300 Greenlawn,18013987.,6,No,42.355764,-83.148564,"location
(42.355764, -83.148564)",Barton-McFarland
8292 Greenlawn,18013986.,6,No,42.355668,-83.148558,"location
(42.355668, -83.148558)",Barton-McFarland
20277 Caldwell,13014390.,3,No,42.44553,-83.047818,"location
(42.44553, -83.047818)",Farwell
20505 Caldwell,13014383.,3,No,42.446319,-83.047849,"location
(42.446319, -83.047849)",Farwell
20521 Caldwell,13014381.,3,No,42.446526,-83.047858,"location
(42.446526, -83.047858)",Farwell
20554 Caldwell,13014365.,3,No,42.447034,-83.047244,"location
(42.447034, -83.047244)",Farwell
11855 Kilbourne,21010048.,4,No,42.410133,-82.992078,"location
(42.410133, -82.992078)",Eden Gardens
8210 Greenlawn,18013974.,6,No,42.354516,-83.148491,"location
(42.354516, -83.148491)",Barton-McFarland
7709 Colfax,16014043.,6,No,42.353495,-83.129683,"location
(42.353495, -83.129683)",Midwest
433 Erle,01005496.,2,No,42.424724,-83.10761,"location
(42.424724, -83.10761)",Grixdale Farms
8011 Colfax,16014035.,6,No,42.354306,-83.13026,"location
(42.354306, -83.13026)",Midwest
457 Erle,01005500.,2,No,42.424571,-83.108035,"location
(42.424571, -83.108035)",Grixdale Farms
11669 St Louis,13011613.,3,No,42.40959,-83.039515,"location
(42.40959, -83.039515)",Buffalo Charles
8345 Colfax,16014013.,6,No,42.35633,-83.131692,"location
(42.35633, -83.131692)",Midwest
4638 Mcdougall,13010867.,5,No,42.364999,-83.03384,"location
(42.364999, -83.03384)",McDougall-Hunt
4615 Mcdougall,11002072.,5,No,42.364487,-83.03424,"location
(42.364487, -83.03424)",McDougall-Hunt
9668 Otsego,14007177.,7,No,42.371585,-83.125136,"location
(42.371585, -83.125136)",Nardin Park
11833 St Louis,13011599.,3,No,42.410984,-83.039552,"location
(42.410984, -83.039552)",Buffalo Charles
11857 St Louis,13011595.,3,No,42.411313,-83.039561,"location
(42.411313, -83.039561)",Buffalo Charles
106 W Montana,01005262.,2,No,42.423857,-83.104094,"location
(42.423857, -83.104094)",Grixdale Farms
18411 Kentfield,22100568.,1,No,42.424625,-83.241966,"location
(42.424625, -83.241966)",Holcomb Community
5591 Vancouver,16002836.,6,No,42.354944,-83.129877,"location
(42.354944, -83.129877)",Midwest
12911 St Louis,13011580.,3,No,42.41359,-83.039637,"location
(42.41359, -83.039637)",Buffalo Charles
12220 Glenfield,21010528.,4,No,42.41184,-82.988643,"location
(42.41184, -82.988643)",Eden Gardens
12919 St Louis,13011579.,3,No,42.413686,-83.03964,"location
(42.413686, -83.03964)",Buffalo Charles
5533 Allendale,16002428.,6,No,42.352897,-83.12725,"location
(42.352897, -83.12725)",Midwest
5538 Allendale,16002450.,6,No,42.353316,-83.127586,"location
(42.353316, -83.127586)",Midwest
5577 Allendale,16002435.,6,No,42.352626,-83.127953,"location
(42.352626, -83.127953)",Midwest
5238 Mcclellan,19006859.,4,No,42.38313,-83.001602,"location
(42.38313, -83.001602)",West End
18506 Fielding,22102766.,1,No,42.425926,-83.243769,"location
(42.425926, -83.243769)",Holcomb Community
3023 W Euclid,12001884.,5,No,42.365175,-83.109452,"location
(42.365175, -83.109452)",Wildemere Park
3028 W Euclid,12001937.,5,No,42.365559,-83.109821,"location
(42.365559, -83.109821)",Jamison
19000 Fielding,22102790.,1,No,42.428421,-83.2439,"location
(42.428421, -83.2439)",Holcomb Community
3200 W Euclid,12001933.,5,No,42.365302,-83.110517,"location
(42.365302, -83.110517)",Jamison
18969 Patton,22104326.,1,No,42.428011,-83.245582,"location
(42.428011, -83.245582)",Holcomb Community
18980 Patton,22104152.,1,No,42.4282,-83.245007,"location
(42.4282, -83.245007)",Holcomb Community
4271 Allendale,14001920.,6,No,42.357447,-83.115339,"location
(42.357447, -83.115339)",Midwest
18475 Patton,22104350.,1,No,42.425426,-83.245501,"location
(42.425426, -83.245501)",Holcomb Community
2997 Virginia Park,12001790.,5,No,42.364615,-83.108485,"location
(42.364615, -83.108485)",Wildemere Park
8935 Colfax,16013963.,6,No,42.360641,-83.134756,"location
(42.360641, -83.134756)",Midwest
3214 Virginia Park,12001842.,5,No,42.36454,-83.110143,"location
(42.36454, -83.110143)",Wildemere Park
5564 Maplewood,16003207.,6,No,42.357943,-83.131414,"location
(42.357943, -83.131414)",Midwest
18412 Patton,22104118.,1,No,42.424564,-83.244858,"location
(42.424564, -83.244858)",Holcomb Community
18230 Patton,22104107.,1,No,42.423363,-83.244807,"location
(42.423363, -83.244807)",Holcomb Community
3208 Montgomery,12001662.,5,No,42.363097,-83.109052,"location
(42.363097, -83.109052)",Wildemere Park
9581 Burnette,16022346.,6,No,42.367715,-83.142695,"location
(42.367715, -83.142695)",Midwest
9584 Burnette,16022302-5,6,No,42.367875,-83.142028,"location
(42.367875, -83.142028)",Midwest
18130 Patton,22104093.,1,No,42.421981,-83.244743,"location
(42.421981, -83.244743)",Holcomb Community
12003 St Patrick,21012033.,4,No,42.413051,-82.994378,"location
(42.413051, -82.994378)",Gratiot-Findlay
3740 Eastern Pl,12009918.,5,No,42.353279,-83.107419,"location
(42.353279, -83.107419)",Midwest
3367 E Hancock,13002641.,5,No,42.367568,-83.032455,"location
(42.367568, -83.032455)",McDougall-Hunt
9643 Prairie,16023476.,6,No,42.368544,-83.143836,"location
(42.368544, -83.143836)",Midwest
5466 Van Dyke,17009412.,5,No,42.380119,-83.015285,"location
(42.380119, -83.015285)",Gratiot Town/Ketterring
5472 Van Dyke,17009413.,5,No,42.380192,-83.015338,"location
(42.380192, -83.015338)",Gratiot Town/Ketterring
247 S Morrell,16010175.,6,No,42.305869,-83.091291,"location
(42.305869, -83.091291)",Delray
18934 Pierson,22106664.,1,No,42.427491,-83.247064,"location
(42.427491, -83.247064)",Holcomb Community
18526 Pierson,22106651-2,1,No,42.426088,-83.246888,"location
(42.426088, -83.246888)",Holcomb Community
3401 E Warren,13002771.,5,No,42.368911,-83.032625,"location
(42.368911, -83.032625)",Poletown East
17517 Vaughan,22098168.,1,No,42.419523,-83.23964,"location
(42.419523, -83.23964)",Holcomb Community
4266 Waverly,14005413.,7,No,42.387128,-83.136301,"location
(42.387128, -83.136301)",Russell Woods
4088 Clements,14005593.,7,No,42.38929,-83.135573,"location
(42.38929, -83.135573)",Oakman Blvd Community
4110 Grand,14005696.,2,No,42.389917,-83.136431,"location
(42.389917, -83.136431)",Oakman Blvd Community
8882 Pinehurst,18017458.,7,No,42.360037,-83.165001,"location
(42.360037, -83.165001)",Barton-McFarland
4323 Pasadena,14005775.,2,No,42.389371,-83.138907,"location
(42.389371, -83.138907)",Oakman Blvd Community
2018 Poplar,08001096.,6,No,42.344558,-83.081361,"location
(42.344558, -83.081361)",Core City
4627 Elmwood,13010541.,5,No,42.365213,-83.032727,"location
(42.365213, -83.032727)",McDougall-Hunt
17577 Gable,13012670.,3,No,42.424108,-83.042611,"location
(42.424108, -83.042611)",Davison
17551 Gable,13012674.,3,No,42.42378,-83.042586,"location
(42.42378, -83.042586)",Davison
17545 Gable,13012675.,3,No,42.423698,-83.042574,"location
(42.423698, -83.042574)",Davison
8820 Central,16024885.,6,No,42.359565,-83.145836,"location
(42.359565, -83.145836)",Midwest
3923 St Aubin,09004960.,5,No,42.357437,-83.040045,"location
(42.357437, -83.040045)",Forest Park
3163 E Canfield,13002335.,5,No,42.36394,-83.031995,"location
(42.36394, -83.031995)",McDougall-Hunt
18430 Trinity,22108626.001,1,No,42.424769,-83.249166,"location
(42.424769, -83.249166)",Holcomb Community
16343 Tireman,22001146.,7,No,42.350531,-83.205822,"location
(42.350531, -83.205822)",Warren Ave Community
6708 Buhr,15003963.,3,No,42.423961,-83.03333,"location
(42.423961, -83.03333)",Grant
9870 Chenlot,16005273.,7,No,42.370164,-83.133794,"location
(42.370164, -83.133794)",Nardin Park
12640 Tuller,16026668.,7,No,42.381691,-83.145921,"location
(42.381691, -83.145921)",Oakman Blvd Community
11374 Broadstreet,14012079.,7,No,42.375086,-83.130806,"location
(42.375086, -83.130806)",Nardin Park
19334 Sussex,22046416.,2,No,42.433089,-83.195868,"location
(42.433089, -83.195868)",San Bernardo
19961 Hawthorne,09021748.,3,No,42.440769,-83.09315,"location
(42.440769, -83.09315)",Nolan
20408 Cameron,09021925.,3,No,42.444962,-83.093761,"location
(42.444962, -83.093761)",Nolan
9936 Forrer,22053734.,7,No,42.368374,-83.200662,"location
(42.368374, -83.200662)",Joy Community
9950 Forrer,22053736.,7,No,42.368566,-83.200669,"location
(42.368566, -83.200669)",Joy Community
12547 Pinehurst,16044487.,7,No,42.380127,-83.16575,"location
(42.380127, -83.16575)",Grand River-I96
17321 Kentfield,22100622.,1,No,42.417725,-83.241632,"location
(42.417725, -83.241632)",Holcomb Community
14749 Houston-Whittier,21014556-7,4,No,42.420961,-82.970512,"location
(42.420961, -82.970512)",Mapleridge
8261 Knodell,17001936.,3,No,42.398584,-83.017922,"location
(42.398584, -83.017922)",Airport Sub
3458 Atkinson,12002747.,7,No,42.37123,-83.117461,"location
(42.37123, -83.117461)",Dexter-Linwood
9163 Rohns,19009292.,3,No,42.397406,-83.014849,"location
(42.397406, -83.014849)",Airport Sub
3782 Collingwood,14003661-2,7,No,42.376556,-83.123954,"location
(42.376556, -83.123954)",Nardin Park
7757 Smart,20009618.,6,No,42.339287,-83.145014,"location
(42.339287, -83.145014)",Claytown
19373 Derby,01009001.,2,No,42.435324,-83.104485,"location
(42.435324, -83.104485)",Penrose
19339 Exeter,01009103.,2,No,42.434834,-83.105539,"location
(42.434834, -83.105539)",Penrose
19183 Exeter,01009117.,2,No,42.433471,-83.105496,"location
(42.433471, -83.105496)",Penrose
19170 Danbury,01009133.,2,No,42.433301,-83.105955,"location
(42.433301, -83.105955)",Penrose
19381 Danbury,01009205.,2,No,42.435421,-83.106611,"location
(42.435421, -83.106611)",Penrose
19360 Havana,01009493.,2,No,42.435117,-83.109997,"location
(42.435117, -83.109997)",Penrose
9278 Broadstreet,14011997.,7,No,42.368257,-83.126128,"location
(42.368257, -83.126128)",Nardin Park
15422 Mendota,16042896.,2,No,42.404585,-83.164893,"location
(42.404585, -83.164893)",Bethune Community
3220 Virginia Park,12001841.,5,No,42.364502,-83.110242,"location
(42.364502, -83.110242)",Wildemere Park
15000 Ward,22024798.,2,No,42.400057,-83.173245,"location
(42.400057, -83.173245)",Bethune Community
3227 W Euclid,12001892.,5,No,42.364748,-83.110609,"location
(42.364748, -83.110609)",Wildemere Park
17208 Joann,21030593.,3,No,42.426961,-82.98886,"location
(42.426961, -82.98886)",Franklin
11313 Maiden,21006573.,4,No,42.400899,-82.990172,"location
(42.400899, -82.990172)",Wade
13246 Caldwell,13014158.,3,No,42.414681,-83.046343,"location
(42.414681, -83.046343)",Buffalo Charles
5098 Casmere,13005798.,3,No,42.406405,-83.049069,"location
(42.406405, -83.049069)",Buffalo Charles
4946 Maplewood,16003269.,6,No,42.360799,-83.123829,"location
(42.360799, -83.123829)",Midwest
5955 Chopin,18012235.,6,No,42.340214,-83.140287,"location
(42.340214, -83.140287)",Claytown
6500 Sanger,18013813.,6,No,42.340245,-83.148518,"location
(42.340245, -83.148518)",Claytown
5435 Grandy,11003871.,5,No,42.369948,-83.041429,"location
(42.369948, -83.041429)",Poletown East
3274 W Boston Blvd,12002934.,5,No,42.375865,-83.118918,"location
(42.375865, -83.118918)",Dexter-Linwood
9255 Birwood,18017014.,7,No,42.362962,-83.163314,"location
(42.362962, -83.163314)",Barton-McFarland
20844 Tireman,22001579-81,7,No,42.350399,-83.245157,"location
(42.350399, -83.245157)",Warrendale
2547 Concord,15011696.,5,No,42.358314,-83.013646,"location
(42.358314, -83.013646)",Islandview
260 Rosedale Ct,01003440-1,5,No,42.392425,-83.082952,"location
(42.392425, -83.082952)",Gateway Community
13916 Gallagher,09009660.,3,No,42.418174,-83.067067,"location
(42.418174, -83.067067)",North Campau
19252 Eureka,13018364.,3,No,42.435438,-83.057598,"location
(42.435438, -83.057598)",Farwell
10265 Cameron,05004444.,5,No,42.392877,-83.07536,"location
(42.392877, -83.07536)",North End
1923 Glynn Ct,08003143.,5,No,42.381675,-83.103712,"location
(42.381675, -83.103712)",Dexter-Linwood
9412 Prairie,16022545.,6,No,42.365562,-83.142785,"location
(42.365562, -83.142785)",Midwest
9134 Prairie,16022516.,6,No,42.362716,-83.142661,"location
(42.362716, -83.142661)",Midwest
9121 Prairie,16023529.,6,No,42.362541,-83.143266,"location
(42.362541, -83.143266)",Midwest
9201 Prairie,16023516.,6,No,42.36361,-83.143312,"location
(42.36361, -83.143312)",Midwest
9093 Prairie,16023534.,6,No,42.36213,-83.143247,"location
(42.36213, -83.143247)",Midwest
9101 Prairie,16023533.,6,No,42.362212,-83.143251,"location
(42.362212, -83.143251)",Midwest
9399 Burnette,16022365.,6,No,42.365337,-83.142283,"location
(42.365337, -83.142283)",Midwest
9381 Stoepel,16019824.,6,No,42.365135,-83.140076,"location
(42.365135, -83.140076)",Midwest
15508 Wabash,08008985.,2,No,42.405765,-83.118728,"location
(42.405765, -83.118728)",Pilgrim Village
2916 Charlevoix,11001167.001,5,No,42.353037,-83.029055,"location
(42.353037, -83.029055)",McDougall-Hunt
15871 Baylis,08010135.,2,No,42.408852,-83.124248,"location
(42.408852, -83.124248)",Pilgrim Village
15620 Normandy,08010527.,2,No,42.407118,-83.125919,"location
(42.407118, -83.125919)",Pilgrim Village
9330 Decatur,22032287.,7,No,42.36403,-83.179696,"location
(42.36403, -83.179696)",We Care Community
16012 Novara,21022351.,3,No,42.438928,-82.9555,"location
(42.438928, -82.9555)",Regent Park
18527 Margareta,22015620.,1,No,42.426451,-83.22466,"location
(42.426451, -83.22466)",Evergreen-Outer Drive
14559 Robson,22044272.,1,No,42.395307,-83.192855,"location
(42.395307, -83.192855)",Hubbell-Lyndon
10000 Hayes,21056396.,4,No,42.41289,-82.964388,"location
(42.41289, -82.964388)",Outer Drive-Hayes
20404 Meyers,16046375.,2,No,42.443319,-83.170783,"location
(42.443319, -83.170783)",Pembroke
19773 Greenview,22080148.,1,No,42.43642,-83.225921,"location
(42.43642, -83.225921)",O'Hair Park
14905 Lauder,22042418.,1,No,42.39847,-83.191037,"location
(42.39847, -83.191037)",Hubbell-Lyndon
20007 Pinehurst,16044098.,2,No,42.440077,-83.168103,"location
(42.440077, -83.168103)",McDowell
4546 Pacific,14002108.,6,No,42.357522,-83.119307,"location
(42.357522, -83.119307)",Midwest
19515 Ashton,22075389.,1,No,42.435269,-83.221101,"location
(42.435269, -83.221101)",O'Hair Park
19425 Ashton,22075400.,1,No,42.434049,-83.221066,"location
(42.434049, -83.221066)",O'Hair Park
19350 Ashton,22075248.,1,No,42.432914,-83.220282,"location
(42.432914, -83.220282)",O'Hair Park
12050 Kentucky,16036301.,7,No,42.377109,-83.157409,"location
(42.377109, -83.157409)",Littlefield Community
14200 Glenfield,21010435.,4,No,42.416539,-82.975206,"location
(42.416539, -82.975206)",Eden Gardens
14841 Wilfred,21011194.,4,No,42.419407,-82.968355,"location
(42.419407, -82.968355)",Outer Drive-Hayes
14800 Wilfred,21010815.,4,No,42.418926,-82.968996,"location
(42.418926, -82.968996)",Outer Drive-Hayes
16586 Inverness,08009796.,2,No,42.413908,-83.122581,"location
(42.413908, -83.122581)",Martin Park
17143 Waveney,21001937.,4,No,42.401848,-82.925989,"location
(42.401848, -82.925989)",Cornerstone Village
16233 Ilene,16040698.,2,No,42.411602,-83.162558,"location
(42.411602, -83.162558)",Fitzgerald/Marygrove
8139 Coyle,22045832.,7,No,42.352978,-83.192737,"location
(42.352978, -83.192737)",Fiskhorn
